symbol,timestamp,open,high,low,close,volume,trade_count,vwap,20_day_ma
YFI/USD,2024-07-03 05:00:00+00:00,6757.715,6789.015,6175.795,6376.8,0.0,0.0,0.0,986.996449375
YFI/USD,2024-07-04 05:00:00+00:00,6369.4615,6417.92,5296.765,5480.1875,0.1761795,2.0,5979.1605131414,1260.95587965
YFI/USD,2024-07-05 05:00:00+00:00,5486.2525,6387.2305,5349.59,6130.2585,0.0,0.0,0.0,1567.41882965
YFI/USD,2024-07-06 05:00:00+00:00,6130.98,6303.65,6037.85,6053.8995,0.0,0.0,0.0,1870.0637978999998
YFI/USD,2024-07-07 05:00:00+00:00,6054.08,6118.865,5446.0215,5626.4535,0.016297437,2.0,5760.2644102567,2151.3364304
YFI/USD,2024-07-08 05:00:00+00:00,5631.205,5840.577,5454.14,5783.806,0.0,0.0,0.0,2440.4766979
YFI/USD,2024-07-09 05:00:00+00:00,5778.82,5945.5075,5737.955,5870.845,0.0,0.0,0.0,2733.9689179
YFI/USD,2024-07-10 05:00:00+00:00,5877.665,5963.0595,5730.035,5781.836,0.0,0.0,0.0,3023.0107189
YFI/USD,2024-07-11 05:00:00+00:00,5774.73,5915.889,5682.2,5752.348,0.0,0.0,0.0,3310.5780907
YFI/USD,2024-07-12 05:00:00+00:00,5751.945,5840.34,5683.6795,5797.27,0.0,0.0,0.0,3600.3915809500004
YFI/USD,2024-07-13 05:00:00+00:00,5789.234,5890.125,5737.7505,5865.175,0.0,0.0,0.0,3893.6003257
YFI/USD,2024-07-14 05:00:00+00:00,5866.412,6043.39,5761.2155,5980.1,0.0,0.0,0.0,4192.555318199999
YFI/USD,2024-07-15 05:00:00+00:00,5979.4355,6195.57,5928.15,6060.974,0.0,0.0,0.0,4495.55397845
YFI/USD,2024-07-16 05:00:00+00:00,6060.7095,6162.447,5829.337,6104.5515,0.0,0.0,0.0,4800.731531949999
YFI/USD,2024-07-17 05:00:00+00:00,6111.155,6193.0095,5943.939,6110.039,0.0,0.0,0.0,5106.183471175
YFI/USD,2024-07-18 05:00:00+00:00,6117.66,6156.655,5711.45,5821.74,0.0,0.0,0.0,5397.2204561749995
YFI/USD,2024-07-19 05:00:00+00:00,5815.643,5990.65,5744.1645,5990.65,0.0,0.0,0.0,5696.70294575
YFI/USD,2024-07-22 05:00:00+00:00,5961.013,5961.013,5795.3,5811.55,0.0,0.0,0.0,5914.211175
CRV/USD,2024-07-20 05:00:00+00:00,0.2964725,0.298202,0.288285,0.288727,427.072005272,2.0,0.297134722,0.277506975
CRV/USD,2024-07-21 05:00:00+00:00,0.28837,0.29218,0.27355,0.2872245,153.077358683,8.0,0.2856832173,0.27767569999999997
CRV/USD,2024-07-22 05:00:00+00:00,0.287257,0.287257,0.2682215,0.2745745,0.0,0.0,0.0,0.277608925
CRV/USD,2024-08-02 05:00:00+00:00,0.2830675,0.2905175,0.261131,0.28248,17.7867001,1.0,0.27353,0.275758
CRV/USD,2024-08-03 05:00:00+00:00,0.28213,0.28871,0.24585,0.252639,141.504632947,17.0,0.2550071923,0.27389745000000004
CRV/USD,2024-08-11 05:00:00+00:00,0.258355,0.2725,0.2440515,0.269195,1415.286437643,5.0,0.2569731148,0.25580060000000004
CRV/USD,2024-08-12 05:00:00+00:00,0.2696295,0.319295,0.267707,0.304925,23016.924302793,14.0,0.297276413,0.25781930000000003
CRV/USD,2024-08-13 05:00:00+00:00,0.304801,0.3256275,0.3015905,0.31239,1191.364917593,4.0,0.3094563593,0.26060265
CRV/USD,2024-08-14 05:00:00+00:00,0.31246,0.32798,0.294579,0.326006,299.196014299,4.0,0.3128025461,0.26381825000000003
CRV/USD,2024-08-15 05:00:00+00:00,0.3255,0.327915,0.3039055,0.317961,292.231697995,6.0,0.3099127507,0.26636265
CRV/USD,2024-08-16 05:00:00+00:00,0.31772,0.33831,0.2967845,0.3223005,870.199354163,7.0,0.3074146927,0.269214075
CRV/USD,2024-08-17 05:00:00+00:00,0.322282,0.322345,0.3079175,0.31045,2499.000713551,6.0,0.3156295591,0.271455125
CRV/USD,2024-08-18 05:00:00+00:00,0.3104515,0.327093,0.3029225,0.3038155,30.30496609,1.0,0.313,0.27352102500000003
LTC/USD,2024-07-01 05:00:00+00:00,74.9935,75.3775,74.10585,74.5819,46.598976192,10.0,74.5439239857,3.9898875250000003
LTC/USD,2024-07-02 05:00:00+00:00,74.62405,76.0865,74.4437,75.12275,10.711081413,10.0,75.1221980067,7.7332463250000005
LTC/USD,2024-07-03 05:00:00+00:00,75.1546,76.071779037,68.9215,70.704,2.143293633,9.0,74.0520834423,11.254272825000001
LTC/USD,2024-07-04 05:00:00+00:00,70.626,70.64205,57.1305,59.2248,990.895367572,46.0,69.5030306281,14.201388824999999
LTC/USD,2024-07-05 05:00:00+00:00,59.3072,67.0637723365,57.358,61.57875,75.818772937,26.0,59.238382875,17.267694374999998
LTC/USD,2024-07-06 05:00:00+00:00,61.52,65.675,61.52,64.43655,63.970298803,15.0,62.9349327538,20.478914375
LTC/USD,2024-07-07 05:00:00+00:00,64.4326,64.977,59.225,62.43525,45.118405985,12.0,62.4665922218,23.589539124999998
LTC/USD,2024-07-08 05:00:00+00:00,62.44435,66.9395,62.1533,65.3955,27.162354196,17.0,64.1526232542,26.847243900000002
LTC/USD,2024-07-09 05:00:00+00:00,65.325,66.3,64.53865,66.0004,13.963484558,8.0,65.2129394373,30.13535565
LTC/USD,2024-07-10 05:00:00+00:00,66.007,67.5435,65.442,67.245,12.922309079,5.0,66.7840076471,33.4851224
LTC/USD,2024-07-11 05:00:00+00:00,67.3086,69.78205024,66.802,68.2115,17.77896569,9.0,68.4799208447,36.88309215
LTC/USD,2024-07-12 05:00:00+00:00,68.27635,69.986,67.8175,69.4715,24.812584969,8.0,68.9918538978,40.34374715
LTC/USD,2024-07-13 05:00:00+00:00,69.48,70.675,69.4,70.07105,3.742819464,4.0,70.2421966173,43.8338399
LTC/USD,2024-07-14 05:00:00+00:00,70.06,71.10415,69.271,70.605,7.044401339,11.0,69.6748233271,47.348843650000006
LTC/USD,2024-07-15 05:00:00+00:00,70.5325,78.3249370275,69.71565,72.95055,77.756701518,11.0,70.4745379553,50.980751649999995
LTC/USD,2024-07-16 05:00:00+00:00,72.9392,74.27275,70.4,73.7828,9.137921149,7.0,73.2840617573,54.65359135
LTC/USD,2024-07-17 05:00:00+00:00,73.79405,73.8468,71.1502,71.909,28.041279344,14.0,72.473498029,58.233143299999995
LTC/USD,2024-07-18 05:00:00+00:00,71.90775,72.92165,70.5307320095,71.471,7.284256746,11.0,71.9421320253,61.790578274999994
LTC/USD,2024-07-19 05:00:00+00:00,71.413,74.12875,69.7045,73.173,82.398942269,14.0,70.8583102857,65.43370577499999
LTC/USD,2024-07-20 05:00:00+00:00,73.1021,73.9236,72.3633,73.158,119.299653707,8.0,73.6055177792,69.076415
LTC/USD,2024-07-21 05:00:00+00:00,73.1461,74.59505,71.295,73.67,3.79916666,10.0,72.9627346005,69.03082
LTC/USD,2024-07-22 05:00:00+00:00,73.6815,74.57795,70.8669175,71.514,89.919562673,29.0,73.4209778366,68.8503825
LTC/USD,2024-07-23 05:00:00+00:00,71.44085,73.3395,70.4585,72.19405,96.456273877,21.0,71.5757582505,68.924885
LTC/USD,2024-07-24 05:00:00+00:00,72.19215,73.66,68.22875,69.46235,8.823778811,31.0,70.2543114765,69.43676250000001
LTC/USD,2024-07-26 05:00:00+00:00,70.90205,71.68895,70.5798,71.2969,1.830597232,4.0,71.4510733615,70.241755
LTC/USD,2024-07-27 05:00:00+00:00,71.3807,72.346,70.3035,70.806,1.391013372,11.0,71.4739039364,70.6602925
LTC/USD,2024-07-29 05:00:00+00:00,73.396,76.748,72.95365,73.84,369.683673907,41.0,75.7791332179,71.44776750000001
LTC/USD,2024-07-30 05:00:00+00:00,73.8444,74.045,71.113,71.8215,21.127405462,17.0,71.9752313736,71.6765925
LTC/USD,2024-08-15 05:00:00+00:00,64.806,66.92,63.62,66.0105,39.263859586,12.0,65.0798365026,64.370975
LTC/USD,2024-08-16 05:00:00+00:00,65.9385,66.7846,64.33075,66.3395,18.587799155,18.0,66.5372393443,64.14765
LTC/USD,2024-08-17 05:00:00+00:00,66.328,67.903,66.12265,67.555,5.321148149,14.0,67.5956442824,63.860130000000005
LTC/USD,2024-08-18 05:00:00+00:00,67.625,68.129,66.049,66.42865,0.852396701,6.0,67.0753998507,63.4895625
MKR/USD,2024-07-01 05:00:00+00:00,2610.057,2646.3335,2552.2,2576.981,0.037948621,3.0,2598.8496878977,188.7475375
MKR/USD,2024-07-02 05:00:00+00:00,2580.325,2581.205,2482.51,2487.6625,0.070684258,5.0,2551.0765441106,309.643565
MKR/USD,2024-07-03 05:00:00+00:00,2486.5,2497.215,2241.538,2306.2735,2.061,5.0,2354.6591800097,421.520265
MKR/USD,2024-07-04 05:00:00+00:00,2306.2415,2308.647,1987.45,2043.8275,0.054985,3.0,2159.4533054469,520.4573324999999
MKR/USD,2024-07-05 05:00:00+00:00,2044.0655,2261.85,2012.074,2234.051,0.024,1.0,2169.89,628.93342
MKR/USD,2024-07-06 05:00:00+00:00,2231.2,2355.45,2224.55,2299.7815,0.0,0.0,0.0,741.133135
MKR/USD,2024-07-07 05:00:00+00:00,2299.858,2324.211,2038.5,2094.925,0.107116824,5.0,2186.8477047281,842.98416
MKR/USD,2024-07-08 05:00:00+00:00,2095.525,2246.4095,2084.473,2238.86,0.065087237,12.0,2157.0358535613,951.965835
MKR/USD,2024-07-09 05:00:00+00:00,2239.0675,2307.8795,2231.7,2284.4665,0.005904081,2.0,2255.9041135276,1063.29716
MKR/USD,2024-07-10 05:00:00+00:00,2283.95,2319.85,2256.565,2270.516,0.045183586,4.0,2293.805830462,1173.8218925
MKR/USD,2024-07-11 05:00:00+00:00,2270.4,2411.8155,2243.99,2396.1915,0.026515115,2.0,2330.8776541003,1290.6113475
MKR/USD,2024-07-12 05:00:00+00:00,2396.1165,2583.7935,2376.712,2561.225,0.0,0.0,0.0,1415.5970125
MKR/USD,2024-07-13 05:00:00+00:00,2558.477,2777.455,2543.7375,2770.88,0.004414212,2.0,2678.6906239648,1551.1220125
MKR/USD,2024-07-14 05:00:00+00:00,2770.995,2869.255,2756.937,2846.1385,0.100687045,5.0,2790.7629177599,1690.3410875000002
MKR/USD,2024-07-15 05:00:00+00:00,2846.063,2965.465,2770.4,2932.6275,2.036150195,5.0,2874.6561333701,1833.7782124999999
MKR/USD,2024-07-16 05:00:00+00:00,2927.814,3097.29,2860.0645,3094.969,0.055729919,6.0,2985.725897294,1985.2854825000002
MKR/USD,2024-07-17 05:00:00+00:00,3095.693,3116.525,2818.8485,2883.6785,0.10439834,5.0,2980.3286590351,2126.1688824999997
MKR/USD,2024-07-18 05:00:00+00:00,2882.76,2922.4165,2748.2925,2811.288,0.019064788,2.0,2792.2981926261,2263.4163075
MKR/USD,2024-07-19 05:00:00+00:00,2808.46,2860.866,2714.36,2820.2135,0.017,1.0,2814.59,2401.0492325000005
MKR/USD,2024-07-20 05:00:00+00:00,2818.45,2849.846,2759.715,2814.46,0.039683389,3.0,2784.9336442685,2538.4508
MKR/USD,2024-07-21 05:00:00+00:00,2811.0235,2955.01,2717.5045,2893.109,0.044154763,8.0,2833.890046924,2554.2572
MKR/USD,2024-07-22 05:00:00+00:00,2893.845,2893.845,2684.1005,2701.03,0.079890377,14.0,2795.772071277,2564.925575
MKR/USD,2024-07-23 05:00:00+00:00,2698.2945,2855.49,2658.661,2778.308,0.086335909,5.0,2774.1034830142,2588.5273
MKR/USD,2024-07-24 05:00:00+00:00,2781.446,2831.86,2617.7855,2668.61,0.037212845,3.0,2707.1799171979,2619.7664250000003
MKR/USD,2024-07-25 05:00:00+00:00,2666.475,2739.75,2577.95,2739.75,1.192485908,55.0,2605.5465922278,2645.051375
MKR/USD,2024-07-26 05:00:00+00:00,2743.2795,2782.4915,2607.63,2625.129,2.034167548,15.0,2765.076893412,2661.31875
MKR/USD,2024-07-29 05:00:00+00:00,2760.09,2855.02,2689.87,2822.8225,4.114671236,16.0,2725.7309343748,2738.88255
MKR/USD,2024-07-30 05:00:00+00:00,2825.05,2856.3215,2737.215,2787.0925,0.018,1.0,2771.81,2764.711375
MKR/USD,2024-07-31 05:00:00+00:00,2787.87,2905.4685,2690.8295,2693.93,0.087526608,7.0,2815.6811007001,2779.5983
UNI/USD,2024-08-17 05:00:00+00:00,6.49855,6.52075,6.332895,6.362625,1500.325590872,5.0,6.3870104954,6.396909750000001
UNI/USD,2024-08-18 05:00:00+00:00,6.356245,6.442,6.13135,6.216,3016.926605159,63.0,6.2139669083,6.32570975
DOT/USD,2024-07-02 05:00:00+00:00,6.4447,6.595335,6.276245,6.34265,1105.119257381,9.0,6.3443607748,6.2453217500000004
DOT/USD,2024-07-03 05:00:00+00:00,6.3372,6.37225,5.762475,5.900895,763.916397863,13.0,6.0669261309,6.183204999999999
DOT/USD,2024-07-07 05:00:00+00:00,6.17882,6.3085,5.6967,6.0105,2308.333196841,10.0,6.0006142654,6.11305375
DOT/USD,2024-07-10 05:00:00+00:00,6.251515,6.2525,6.015725,6.0707,24.915728705,9.0,6.1205618023,6.12604825
DOT/USD,2024-07-13 05:00:00+00:00,6.1458,6.29997,6.1428,6.20805,52.385510699,9.0,6.2335869372,6.1235230000000005
DOT/USD,2024-07-14 05:00:00+00:00,6.20053,6.533905,6.17564,6.51163,18.3602852,6.0,6.3549306102,6.138843
DOT/USD,2024-07-15 05:00:00+00:00,6.51789,6.541,6.2998,6.4291,153.279699577,11.0,6.4327103397,6.1415630000000005
DOT/USD,2024-07-16 05:00:00+00:00,6.42762,6.5006,6.13045,6.5006,1613.095194521,10.0,6.3610423837,6.15169475
DOT/USD,2024-07-17 05:00:00+00:00,6.495885,6.53185,6.250588089,6.33724,399.962147132,10.0,6.4314996278,6.15035675
DOT/USD,2024-07-18 05:00:00+00:00,6.3375,6.543068047,5.9805,6.089,275.351947116,17.0,6.1368061669,6.129561750000001
DOT/USD,2024-07-20 05:00:00+00:00,6.364945,6.406,6.229115,6.321175,1362.1735,13.0,6.3245857416,6.134826
DOT/USD,2024-07-21 05:00:00+00:00,6.3222,6.4743,6.10715,6.349895,2258.050936645,33.0,6.3066961535,6.130139000000001
DOT/USD,2024-07-22 05:00:00+00:00,6.343225,6.3521,6.048745,6.058305,2063.186790565,18.0,6.2681440352,6.11592175
LINK/USD,2024-07-01 05:00:00+00:00,14.36915,14.56775,14.20175,14.4325,2531.497931406,14.0,14.3992208142,5.12116
LINK/USD,2024-07-02 05:00:00+00:00,14.45,14.73165,14.085,14.162,42.608928203,7.0,14.5493240025,5.56504075
LINK/USD,2024-07-03 05:00:00+00:00,14.1509,14.57515,13.0112406945,13.3537,110.342914942,8.0,14.2358072769,5.97046
LINK/USD,2024-07-04 05:00:00+00:00,13.3534,15.023345063,11.0962,11.51,4601.445843706,27.0,12.725566224,6.288843
LINK/USD,2024-07-05 05:00:00+00:00,11.525,14.5022532515,11.13765,12.26595,862.228582783,25.0,11.926450103,6.6505529999999995
LINK/USD,2024-07-06 05:00:00+00:00,12.2504,13.28555,12.235,12.88965,6.443644501,4.0,12.7260188768,7.096160500000001
LINK/USD,2024-07-07 05:00:00+00:00,12.891,12.9635,11.7822,12.5392,218.74869551,12.0,12.8430862272,7.504098000000001
LINK/USD,2024-07-08 05:00:00+00:00,12.5385,13.52,12.44,13.04,99.132375922,18.0,12.8307086471,7.9277405000000005
LINK/USD,2024-07-09 05:00:00+00:00,13.025,13.2515,12.6976,13.1396,122.953410433,10.0,12.8877071969,8.3488455
LINK/USD,2024-07-10 05:00:00+00:00,13.149,13.17175,12.55085,12.63465,102.696418206,11.0,12.8648245563,8.74145075
LINK/USD,2024-07-11 05:00:00+00:00,12.625,14.2789281895,12.23125,12.45865,129.117882612,9.0,12.6083102988,9.127085749999999
LINK/USD,2024-07-12 05:00:00+00:00,12.476,12.876,12.28845,12.7778,530.184208849,5.0,12.6511448039,9.52801575
LINK/USD,2024-07-13 05:00:00+00:00,12.76995,13.13755,12.75915,13.09115,128.2855476,9.0,13.0039056163,9.95612775
LINK/USD,2024-07-14 05:00:00+00:00,13.077,13.842,12.99255,13.6805,42.33159765,8.0,13.3659356873,10.413385
LINK/USD,2024-07-15 05:00:00+00:00,13.6875,14.509,13.65105,14.366,174.013208772,10.0,14.1389433158,10.905435
LINK/USD,2024-07-16 05:00:00+00:00,14.3509,14.6223,13.82,14.3625,97.68811034,13.0,14.2060497164,11.402944250000001
LINK/USD,2024-07-17 05:00:00+00:00,14.35965,14.484,13.73,13.77295,247.517995291,15.0,14.1028908654,11.87625975
LINK/USD,2024-07-18 05:00:00+00:00,13.78515,14.015788388,13.33935,13.57715,240.840043286,14.0,13.6043451133,12.340292250000001
LINK/USD,2024-07-19 05:00:00+00:00,13.56,14.1437,13.369,14.13115,159.518371117,9.0,14.0733391921,12.829099750000001
LINK/USD,2024-07-20 05:00:00+00:00,14.1347,14.3427,13.871802481,14.1716,49.134141972,3.0,14.0163097449,13.317834999999999
LINK/USD,2024-07-21 05:00:00+00:00,14.1879,15.0075,13.95015,14.5093,137.995966293,18.0,14.5564132027,13.321674999999999
LINK/USD,2024-07-22 05:00:00+00:00,14.4959,14.4959,13.804,13.897,320.194066678,20.0,14.0810069361,13.308425
LINK/USD,2024-07-23 05:00:00+00:00,13.88075,14.132,13.5005,13.82525,206.425453999,29.0,13.8916163281,13.332002500000002
LINK/USD,2024-07-24 05:00:00+00:00,13.8085,13.9526,12.8315,13.112,96.565442826,39.0,13.5725485842,13.4121025
LINK/USD,2024-07-27 05:00:00+00:00,13.6,13.8718,13.2625,13.389,431.273588951,5.0,13.4432109349,13.54501
LINK/USD,2024-07-29 05:00:00+00:00,13.77135,13.9,13.377,13.755,1067.758883514,13.0,13.8505985787,13.6117875
LINK/USD,2024-07-30 05:00:00+00:00,13.7578,13.764,12.98135,13.1815,15.466482183,6.0,13.54600233,13.63913
SHIB/USD,2024-07-20 05:00:00+00:00,1.793e-05,1.846e-05,1.7495e-05,1.7945e-05,0.0,0.0,0.0,1.698e-05
SHIB/USD,2024-07-21 05:00:00+00:00,1.7925e-05,1.849e-05,1.7035e-05,1.803e-05,27463556.609927792,22.0,1.79683e-05,1.70235e-05
SHIB/USD,2024-07-22 05:00:00+00:00,1.8025e-05,2.10395e-05,1.7277e-05,1.7365e-05,44148870.554049045,28.0,1.76641e-05,1.7049e-05
SHIB/USD,2024-07-23 05:00:00+00:00,1.7355e-05,1.7535e-05,1.671e-05,1.7015e-05,797821.809410434,2.0,1.7143e-05,1.7103999999999998e-05
SUSHI/USD,2024-07-01 05:00:00+00:00,0.85045,0.85237,0.82077,0.83111,0.0,0.0,0.0,0.0415686305
SUSHI/USD,2024-07-02 05:00:00+00:00,0.83085,0.8550795,0.814657,0.819856,30.025089234,1.0,0.8261,0.08256064775000001
SUSHI/USD,2024-07-03 05:00:00+00:00,0.81895,0.8305135,0.7536645,0.78208,22450.69186,7.0,0.7830722047,0.12166387199999999
SUSHI/USD,2024-07-04 05:00:00+00:00,0.782003,0.7830655,0.573135,0.6039865,22222.0,17.0,0.6607667039,0.151862465
SUSHI/USD,2024-07-05 05:00:00+00:00,0.604655,0.671505,0.58684,0.6487,0.0,0.0,0.0,0.18429676175
SUSHI/USD,2024-07-06 05:00:00+00:00,0.64862,0.704475,0.646055,0.674455,26.419034498,6.0,0.6629536664,0.21801890675000002
SUSHI/USD,2024-07-07 05:00:00+00:00,0.67536,0.6834975,0.609495,0.640868,11.97,2.0,0.6732773087,0.25006162125000003
SUSHI/USD,2024-07-08 05:00:00+00:00,0.641644,0.6822225,0.631825,0.666825,0.0,0.0,0.0,0.28340218475
SUSHI/USD,2024-07-09 05:00:00+00:00,0.6661405,0.7026615,0.66255,0.700059,0.0,0.0,0.0,0.31840447325000004
SUSHI/USD,2024-07-10 05:00:00+00:00,0.70015,0.705015,0.678356,0.691731,57226.91943,29.0,0.6887086993,0.35299032875
SUSHI/USD,2024-07-11 05:00:00+00:00,0.69167,0.71664,0.6592656,0.681,45521.228,24.0,0.6833928841,0.38703963150000004
SUSHI/USD,2024-07-12 05:00:00+00:00,0.68131,0.698481,0.667013,0.69403,0.0,0.0,0.0,0.4217404145
SUSHI/USD,2024-07-13 05:00:00+00:00,0.6940525,0.702095,0.67313,0.698655,40.0,1.0,0.68068,0.45667249000000004
SUSHI/USD,2024-07-14 05:00:00+00:00,0.697708,0.74089,0.6945,0.733975,39.9,1.0,0.7,0.49337055375
SUSHI/USD,2024-07-15 05:00:00+00:00,0.7341,0.763197,0.7131,0.751547,0.0,0.0,0.0,0.53094721275
SUSHI/USD,2024-07-16 05:00:00+00:00,0.7515045,0.754656,0.70862,0.751625,0.0,0.0,0.0,0.5685277815
SUSHI/USD,2024-07-17 05:00:00+00:00,0.75145,0.7536315,0.71776,0.738998,11.97,1.0,0.7203,0.605477012
SUSHI/USD,2024-07-18 05:00:00+00:00,0.738975,0.7517,0.695333,0.712982,802.995,6.0,0.7366067138,0.64112544825
SUSHI/USD,2024-07-19 05:00:00+00:00,0.71165,0.75078,0.7028935,0.74855,0.0,0.0,0.0,0.6785522835000001
SUSHI/USD,2024-07-20 05:00:00+00:00,0.7484865,0.756114,0.736805,0.742,1587.0,2.0,0.7465,0.715651625
SUSHI/USD,2024-07-21 05:00:00+00:00,0.74114,0.76265,0.704294,0.7494865,1643.574256356,11.0,0.7384548764,0.71157045
SUSHI/USD,2024-07-22 05:00:00+00:00,0.74837,0.74961,0.716401,0.718678,0.0,0.0,0.0,0.70651155
SUSHI/USD,2024-07-23 05:00:00+00:00,0.717444,0.73466,0.687545,0.6970965,199.638487689,15.0,0.7008689732,0.702262375
SUSHI/USD,2024-07-29 05:00:00+00:00,0.72207,0.7326005,0.6921,0.707111,626.978889402,19.0,0.7064234033,0.716288425
USDC/USD,2024-07-01 05:00:00+00:00,0.999715,1.00005,0.998747,0.99954,51.000000029,3.0,0.9987501961,0.598712975
USDC/USD,2024-07-02 05:00:00+00:00,0.9997335,1.000175,0.998845,0.99995,0.0,0.0,0.0,0.616347925
USDC/USD,2024-07-03 05:00:00+00:00,0.99966,1.001,0.9965195,1.0,20465.782216434,9.0,0.9992158641,0.634245175
USDC/USD,2024-07-04 05:00:00+00:00,1.000036,1.00025,0.99906,0.99995,84.227011,1.0,0.99906,0.6538394750000001
USDC/USD,2024-07-05 05:00:00+00:00,1.000175,1.0003,0.9991,0.999915,12.655479399,1.0,0.9991,0.6739295999999999
USDC/USD,2024-07-06 05:00:00+00:00,0.99992,1.000125,0.999275,0.99945,0.0,0.0,0.0,0.69917685
USDC/USD,2024-07-07 05:00:00+00:00,0.99932,0.9996,0.99925,0.99935,0.0,0.0,0.0,0.7225215
USDC/USD,2024-07-08 05:00:00+00:00,0.9994765,0.9996245,0.9992,0.99935,0.0,0.0,0.0,0.7452485
USDC/USD,2024-07-09 05:00:00+00:00,0.9993165,0.99962,0.99925,0.999485,0.0,0.0,0.0,0.7678305
USDC/USD,2024-07-10 05:00:00+00:00,0.9994525,0.9996175,0.9992805,0.9995245,0.0,0.0,0.0,0.7889071
USDC/USD,2024-07-11 05:00:00+00:00,0.9993225,0.999605,0.99924,0.99945,0.0,0.0,0.0,0.809979875
USDC/USD,2024-07-12 05:00:00+00:00,0.9993645,1.0002,0.9992,0.9998735,0.0,0.0,0.0,0.82982
USDC/USD,2024-07-13 05:00:00+00:00,0.999905,1.000155,0.9995425,0.9996645,0.0,0.0,0.0,0.8508135750000001
USDC/USD,2024-07-14 05:00:00+00:00,0.999918,1.00058,0.9992,0.99943,0.979823859,1.0,1.00058,0.8713084249999999
USDC/USD,2024-07-15 05:00:00+00:00,0.999255,0.9999,0.9992,0.9995,347253.409,2.0,0.9999,0.8915090249999998
USDC/USD,2024-07-16 05:00:00+00:00,0.999292,1.0007,0.99855,0.999945,10.977658293,3.0,1.0005085583,0.911991775
USDC/USD,2024-07-17 05:00:00+00:00,0.99995,1.000195,0.99954,0.999829,0.0,0.0,0.0,0.9335944250000001
USDC/USD,2024-07-18 05:00:00+00:00,1.0001,1.0003,0.99965,0.999897,0.0,0.0,0.0,0.9555669250000001
USDC/USD,2024-07-19 05:00:00+00:00,0.99986,1.0003,0.9997,1.00005,0.0,0.0,0.0,0.977575425
USDC/USD,2024-07-20 05:00:00+00:00,1.000015,1.0003,0.9997015,0.999975,0.0,0.0,0.0,0.999706425
USDC/USD,2024-07-21 05:00:00+00:00,1.00005,1.00116,0.9997,1.00003,19.589136123,4.0,1.0009549688,0.999730925
USDC/USD,2024-07-22 05:00:00+00:00,1.000065,1.001,0.999705,1.0001,9.795595532,2.0,1.0008499775,0.999738425
USDC/USD,2024-07-23 05:00:00+00:00,0.9998005,1.00122,0.998824,1.000077,41.063909971,7.0,0.9994544036,0.999742275
USDC/USD,2024-07-24 05:00:00+00:00,0.999951,1.0013,0.9992,1.0000885,54.765819892,12.0,0.9998874739,0.9997491999999999
USDC/USD,2024-07-25 05:00:00+00:00,0.99995,1.0011,0.999,1.000103,113.794303647,6.0,0.9991705905,0.9997586
USDC/USD,2024-07-26 05:00:00+00:00,0.999995,1.0011,0.99902,1.0005,1014.712267774,9.0,0.9990580802,0.9998111
USDC/USD,2024-07-27 05:00:00+00:00,1.000415,1.00111,1.0,1.0005,1260.361893426,8.0,1.0000165983,0.9998685999999999
USDC/USD,2024-07-28 05:00:00+00:00,1.00035,1.00065,1.0,1.00048,5.686232299,1.0,1.0,0.9999250999999999
USDC/USD,2024-07-29 05:00:00+00:00,1.00055,1.0013,1.00035,1.000505,343.886449147,4.0,1.0011722003,0.9999760999999999
USDC/USD,2024-07-30 05:00:00+00:00,1.0005,1.00127,1.0,1.0004,35.207029908,6.0,1.0004189387,1.000019875
USDC/USD,2024-07-31 05:00:00+00:00,1.0005,1.00129,1.0,1.0005,103.890411937,7.0,1.0001489426,1.000072375
USDC/USD,2024-08-01 05:00:00+00:00,1.00055,1.00065,1.0,1.00044,280.2975,1.0,1.0,1.0001007000000002
USDC/USD,2024-08-02 05:00:00+00:00,1.0004,1.00065,0.999207,1.00014,10500010.0,54.0,0.9997000101,1.000124475
USDC/USD,2024-08-18 05:00:00+00:00,1.000135,1.001,0.9991,1.0000985,23.163503162,2.0,1.000051189,1.0001010000000001
